RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
1034,1070,1808,8,26,1,2,1,35,658,71,2,3,9:45 AM,11:30 AM,1,8,,,,,4,10,,,,,,2,1,1,1,5,4,2,3,3,3,4,3,3,3,3,4,2,3,3,6,3,3,35,,,4,3,3,3,3,3,,,,5,6,,,2,2,2,2,1,,,,6,5,4,1,1,4,,,1,BELMONT,94002,US,2,4,2,4,2,2,2,1,0.892167
1035,1071,1808,8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,1,8,,,,,6,10,,,,,,1,0,1,2,3,4,2,3,3,4,4,4,4,2,4,5,6,6,6,6,6,3,,,,4,4,6,4,3,4,,,,4,,,,2,2,2,2,1,,,,7,4,5,5,2,,,,1,SUNNYVALE,94086,US,4,6,2,0,2,1,2,1,0.892167
1037,1073,1808,8,26,1,2,1,35,658,71,2,3,9:30 AM,11:30 AM,2,8,,,,,4,10,,,,,,1,2,2,1,2,4,2,6,4,6,5,4,5,6,6,5,5,6,6,6,6,4,,,,5,5,5,5,5,5,,,,5,,,,1,2,2,2,1,,,,7,5,5,5,2,,,,1,CUPERTINO,95014,US,4,7,1,3,2,1,2,1,0.892167
1038,1896,2601,16,98,2,3,1,3,986,9,8,4,12:45 PM,2:50 PM,4,8,,,,,3,10,,,,,,2,2,2,1,2,1,1,5,6,6,3,3,3,6,6,4,6,6,6,6,6,4,,,,5,6,6,6,5,5,,,,4,7,,,2,2,3,3,1,7,,,11,5,3,6,1,3,,,3,AMES,50010,US,11,3,2,0,2,2,2,1,0.595689
1039,1897,2601,16,98,2,3,1,3,986,9,8,4,11:30 AM,2:50 PM,3,8,,,,,6,10,,,,,,1,2,2,2,2,2,1,6,6,6,4,3,1,6,6,1,6,6,6,6,6,3,,,,2,6,6,6,3,3,,,,5,5,,,2,2,2,2,2,12,,,12,5,5,5,2,,,,3,BEIJING,,CHINA,16,7,1,3,1,2,2,1,0.595689
1040,1898,2601,16,98,2,3,1,3,986,9,8,4,10:00 AM,2:50 PM,2,8,,,,,2,10,,,,,,1,2,1,1,2,1,1,4,5,5,5,5,5,6,6,5,6,6,6,6,6,5,,,,5,6,6,5,5,5,,,,4,30,5,,1,2,2,1,1,7,,,12,5,5,5,2,,,,3,MANILA,,PHILIPPINES,19,7,2,1,2,2,2,1,0.595689
1041,1899,2601,16,98,2,3,1,3,986,9,8,4,11:00 AM,2:50 PM,1,8,,,,,8,10,,,,,,1,2,2,1,2,2,1,6,6,2,4,4,2,0,2,5,5,6,5,6,3,4,,,,5,5,4,6,4,4,,,,5,20,,,1,2,2,2,1,2,,,12,3,3,3,2,,,,3,BEIJING,,CHINA,16,4,2,3,2,1,2,1,0.595689
1042,1900,2601,16,98,2,3,1,3,986,9,8,4,8:30 AM,2:50 PM,3,8,,,,,3,10,,,,,,1,1,1,1,2,1,1,5,5,5,4,5,6,5,6,6,6,6,6,6,6,4,910,,,5,6,6,5,4,4,,,,5,5,,,2,2,2,2,1,7,,,11,4,4,5,2,,,,3,PHOENIX,85027,US,10,3,2,0,2,1,2,1,0.595689
1043,1901,2601,16,98,2,3,1,3,986,9,8,4,12:00 PM,2:50 PM,1,8,,,,,3,10,,,,,,2,2,2,1,3,2,1,6,3,4,4,4,4,6,6,5,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,5,,,1,1,2,2,1,7,,,11,5,3,6,1,3,,,3,LANZHOW,,CHINA,16,5,2,0,2,1,2,1,0.595689
1044,1902,2601,16,98,2,3,1,3,986,9,8,4,9:00 AM,2:50 PM,2,8,,,,,3,10,,,,,,2,1,1,1,1,1,1,5,3,4,5,4,6,6,6,4,6,6,6,6,6,5,,,,5,6,6,3,4,4,,,,5,2,,,2,2,2,2,1,2,,,11,5,5,5,2,,,,3,BEIJING,,CHINA,16,2,1,0,2,2,2,1,0.595689
1045,1903,2601,16,98,2,3,1,3,986,9,8,4,10:00 AM,2:50 PM,3,8,,,,,3,10,,,,,,2,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,0,0,6,0,0,6,,,,6,6,0,6,6,6,,,,4,,,,2,2,2,2,1,,,,11,0,6,6,1,28,,,3,PALACA,,PHILIPPINES,19,3,2,1,2,2,0,1,0.595689
1046,1904,2601,16,98,2,3,1,3,986,9,8,4,N,2:50 PM,2,8,,,,,2,10,,,,,,2,2,3,3,2,18.5,2,5,4,4,5,5,5,5,5,5,4,4,5,6,6,5,,,,5,5,6,4,4,5,,,,5,,,,2,2,2,2,2,,,,1,5,5,0,2,,,,1,CONCORD,94521,US,5,5,2,2,2,2,2,1,0.595689
1047,1905,2601,16,98,2,3,1,3,986,9,8,4,12:00 PM,2:50 PM,2,8,,,,,11,10,,,,,,1,1,2,3,2,2,2,4,4,3,4,4,4,6,6,4,4,4,6,6,6,4,49,,,5,6,6,4,5,5,,,,5,,,,1,2,1,2,1,,,,8,5,5,3,2,,,,1,VALLEJO,94391,US,8,7,1,2,2,2,1,1,0.595689
1048,1906,2601,16,98,2,3,1,3,986,9,8,4,12:00 PM,2:50 PM,2,8,,,,,2,10,,,,,,1,1,2,1,1,4,2,6,4,3,4,5,4,6,6,4,5,4,6,6,6,4,,,,3,6,6,4,4,4,,,,5,1,,,2,2,2,2,1,1,,,7,5,5,4,2,,,,1,SAN JOSE,95136,US,4,3,1,4,2,1,2,1,0.595689
1049,1907,2601,16,98,2,3,1,3,986,9,8,4,1:00 PM,2:50 PM,2,8,,,,,2,10,,,,,,1,2,2,1,4,4,2,4,3,3,3,3,3,3,3,2,3,3,3,6,3,3,910,,,3,3,3,3,3,3,,,,3,,,,2,2,2,1,1,2,,,6,4,4,3,2,,,,1,BURLINGAME,94010,US,2,5,1,4,2,2,2,1,0.595689
1050,1908,2601,16,98,2,3,1,3,986,9,8,4,10:30 AM,2:50 PM,4,8,,,,,3,10,,,,,,2,2,1,1,1,2,2,3,2,3,3,4,3,6,6,2,6,6,6,6,6,3,204,,,4,6,6,4,3,4,,,,3,9,,,2,2,2,2,1,3,7,,11,4,4,4,2,,,,3,PHOENIX,85048,US,10,3,1,3,2,2,2,1,0.595689
1051,1909,2601,16,98,2,3,1,3,986,9,8,4,10:30 AM,2:50 PM,3,8,,,,,1,10,,,,,2,1,0,0,0,2,1,2,4,4,4,4,4,4,4,4,4,5,5,6,6,6,4,,,,5,6,6,6,4,4,,,,5,2,,,3,3,3,3,3,,,,12,4,3,4,2,,,,3,GRAVENZUELA,,PHILIPPINES,19,5,1,2,2,2,0,1,0.595689
1052,1910,2601,16,98,2,3,1,3,986,9,8,4,11:00 AM,2:50 PM,3,8,,,,,6,10,,,,,,1,2,1,2,3,2,2,5,4,4,5,3,3,3,3,3,5,4,3,4,4,4,,,,4,3,3,4,5,4,,,,4,,,,2,2,2,3,1,,,,5,4,5,5,2,,,,1,SAN FRANCISCO,94117,US,1,2,1,2,2,2,2,1,0.595689
1053,1911,2601,16,98,2,3,1,3,986,9,8,4,11:00 AM,2:50 PM,3,8,,,,,6,10,,,,,,1,1,1,2,2,1,2,4,3,3,4,4,5,4,5,4,6,6,4,5,6,4,201,,,3,3,3,4,4,5,,,,3,99,,,2,2,2,3,1,7,,,5,3,5,5,1,39,,,1,SAN FRANCISCO,94118,US,1,3,1,2,2,2,2,1,0.595689
1054,1912,2601,16,98,2,3,1,3,986,9,8,4,11:35 AM,2:50 PM,4,8,,,,,3,10,,,,,,2,1,1,1,1,1,2,5,4,5,5,4,3,4,4,5,5,6,5,6,6,5,204,,,5,5,6,4,4,4,,,,4,3,,,3,3,2,3,1,,,,11,3,4,3,2,,,,3,MIAMI,33143,US,12,2,1,2,1,2,2,1,0.595689
1055,1913,2601,16,98,2,3,1,3,986,9,8,4,8:30 AM,2:50 PM,2,8,,,,,3,10,,,,,,0,0,1,2,1,4,2,3,4,6,4,6,3,6,3,6,6,6,6,6,6,4,216,,,4,6,6,4,4,4,,,,4,,,,2,2,2,2,2,,,,11,5,5,5,2,,,,3,BEIJING,,CHINA,16,2,2,1,2,2,2,1,0.595689
1056,1914,2601,16,98,2,3,1,3,986,9,8,4,9:30 AM,2:50 PM,2,8,,,,,3,10,,,,,,2,1,2,2,1,2,2,4,3,0,4,3,2,6,6,3,6,6,6,6,6,3,,,,5,5,5,5,5,0,,,,4,,,,3,3,3,3,3,8,,,11,5,4,5,2,,,,3,CORPUS CHRISTI,78418,US,11,7,2,3,3,2,2,1,0.595689
1057,1915,2601,16,98,2,3,1,3,986,9,8,4,11:45 AM,2:50 PM,2,8,,,,,1,10,,,,,0,1,0,1,0,1,4,2,0,4,4,5,5,4,6,6,6,4,6,6,6,6,4,233,,,5,6,6,5,5,4,,,,5,1,,,2,2,2,2,2,,,,12,4,4,4,2,,,,3,CORPUS CHRISTI,78418,US,11,7,1,3,3,2,2,1,0.595689
1058,1916,2601,16,98,2,3,1,3,986,9,8,4,11:45 AM,2:50 PM,2,8,,,,,7,10,,,,,,1,0,0,0,1,4,2,5,4,3,4,5,5,4,4,6,5,6,6,6,6,4,910,,,4,6,6,4,4,4,,,,3,99,,,0,0,0,0,1,,,,5,4,4,0,2,,,,3,CORPUS CHRISTI,78428,US,11,5,2,0,1,2,2,1,0.595689
1059,1917,2601,16,98,2,3,1,3,986,9,8,4,8:10 AM,2:50 PM,2,8,,,,,3,10,,,,,,2,1,1,2,2,1,2,4,2,3,4,5,4,3,3,1,6,6,6,6,6,4,226,2,204,5,5,5,5,5,5,87,,,3,,,,2,2,2,2,2,,,,11,3,5,5,2,,,,3,BEIJING,,CHINA,16,2,2,4,2,2,2,1,0.595689
1060,1918,2601,16,98,2,3,1,3,986,9,8,4,12:33 PM,2:50 PM,2,8,,,,,3,10,,,,,,2,2,2,1,1,2,2,4,6,6,5,4,4,6,6,5,6,6,6,6,6,4,240,900,,5,6,6,6,5,5,89,,,3,30,,,2,2,2,2,1,10,,,11,6,5,6,2,,,,3,FREEHOLD,7728,US,12,2,2,0,2,2,0,1,0.595689
1061,1919,2601,16,98,2,3,1,3,986,9,8,4,10:00 AM,2:50 PM,3,8,,,,,3,10,,,,,,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,5,6,6,6,6,6,5,,,,4,4,4,4,4,4,,,,5,1,,,3,3,3,3,1,,,,11,4,4,3,2,,,,3,NANJING,,CHINA,16,3,1,2,3,3,3,1,0.595689
1062,1920,2601,16,98,2,3,1,3,986,9,8,4,10:00 AM,2:50 PM,8,,,,,,2,10,,,,,,1,1,2,2,2,1,2,4,6,4,4,4,5,4,4,3,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,,,,2,2,2,2,2,,,,7,4,5,5,2,,,,3,ATLANTA,30302,US,10,2,2,1,3,2,2,1,0.595689
1063,1921,2601,16,98,2,3,1,3,986,9,8,4,10:00 AM,2:50 PM,2,8,,,,,5,10,,,,,,1,2,2,1,1,1,2,6,6,4,4,4,4,4,4,4,6,6,4,6,6,4,,,,4,4,6,6,4,4,,,,4,,,,1,2,2,2,1,,,,5,4,4,4,2,,,,3,GUANGZHON,,CHINA,16,4,1,1,2,2,2,1,0.595689
1064,1922,2601,16,98,2,3,1,3,986,9,8,4,12:00 PM,2:50 PM,8,,,,,,3,10,,,,,,2,2,1,1,1,1,2,4,4,4,4,4,4,4,4,5,0,0,0,0,0,6,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,1,,,,11,6,5,6,2,,,,3,BOSTON,2169,US,12,3,1,1,2,2,2,1,0.595689
1065,1923,2601,16,98,2,3,1,3,986,9,8,4,12:00 PM,2:50 PM,2,8,,,,,3,10,,,,,,2,1,1,1,3,2,2,3,4,3,3,3,3,3,3,5,3,3,6,6,6,4,,,,5,6,6,5,5,5,,,,4,,,,1,2,2,2,1,,,,11,6,4,4,2,,,,3,PHILADELPHIA,19104,US,12,3,1,2,2,2,2,1,0.595689
1066,1924,2601,16,98,2,3,1,3,986,9,8,4,N,2:50 PM,3,8,,,,,10,,,,,,,1,0,0,0,2,4,2,0,0,5,0,4,4,4,4,0,5,5,0,0,0,4,160,,,5,0,0,5,5,0,,,,4,,,,0,0,0,0,0,,,,7,0,0,4,2,,,,3,BEIJING,,CHINA,16,7,1,0,3,2,2,3,0.595689
1067,1925,2601,16,98,2,3,1,3,986,9,8,4,N,2:50 PM,3,8,,,,,1,10,,,,,0,0,0,0,0,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,0,0,0,0,0,,,,12,0,5,5,2,,,,1,,,US,90,5,1,1,1,1,1,3,0.595689
1068,1926,2601,16,98,2,3,1,3,986,9,8,4,8:30 AM,2:50 PM,8,,,,,,3,10,,,,,,1,0,0,0,3,1,2,4,4,4,5,5,5,5,5,3,5,6,4,6,5,5,204,,,5,4,5,4,5,4,,,,5,5,,,1,2,3,3,1,2,3,,11,4,5,4,2,,,,3,IRVINE,92620,US,10,5,1,2,1,2,2,3,0.595689
1069,1006,1726,7,20,3,2,1,7,309,88,1,3,6:00 PM,8:40 PM,1,8,,,,,8,10,,,,,,2,2,2,1,3,3,1,6,3,3,4,4,3,6,6,3,3,6,5,6,1,3,81,900,,4,4,3,6,3,3,,,,5,4,,,2,2,2,2,1,2,10,,5,3,5,5,2,,,,3,SEATTLE,98106,US,10,4,2,4,1,1,1,1,0.892167
1070,1007,1726,7,20,3,2,1,7,309,88,1,3,6:00 PM,8:40 PM,1,8,,,,,2,10,,,,,,2,2,1,1,3,2,1,4,3,3,4,4,4,4,4,4,4,4,5,4,6,4,,,,4,4,6,3,3,4,,,,5,4,,,2,2,2,2,1,,,,5,4,5,5,2,,,,3,SEATTLE,98119,US,10,5,1,4,2,2,1,1,0.892167
1071,1008,1726,7,20,3,2,1,7,309,88,1,3,4:00 PM,8:40 PM,1,8,,,,,2,10,,,,,,2,1,1,1,2,2,1,6,2,3,5,4,4,6,6,3,4,5,4,6,6,4,204,2,,5,5,5,5,5,5,,,,4,99,,,2,2,2,2,1,3,,,5,4,4,4,2,,,,3,BELLEVUE,98004,US,10,3,1,0,2,2,2,1,0.892167
1072,1009,1726,7,20,3,2,1,7,309,88,1,3,5:30 PM,8:40 PM,1,8,,,,,5,10,,,,,,2,1,1,2,3,2,2,4,2,3,3,4,5,6,6,6,6,6,4,6,6,4,,,,5,4,6,5,5,5,,,,5,24,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,MAPLE VALLEY,98038,US,10,5,1,3,2,2,2,1,0.892167
1073,1010,1726,7,20,3,2,1,7,309,88,1,3,12:00 PM,8:40 PM,1,8,,,,,3,10,,,,,,2,1,1,1,1,1,2,4,4,4,4,6,4,6,4,4,6,6,6,6,6,4,,,,4,6,6,4,4,4,,,,4,,,,2,2,2,2,2,,,,11,4,4,4,2,,,,3,TACOMA,98446,US,10,4,1,3,2,2,2,1,0.892167
1074,1011,1726,7,20,3,2,1,7,309,88,1,3,6:00 PM,8:40 PM,1,8,,,,,3,10,,,,,,2,1,1,1,3,2,2,3,3,3,3,3,4,6,6,4,5,6,5,6,4,3,162,,,4,5,5,3,3,4,,,,5,,,,2,2,2,2,1,,,,11,6,5,5,2,,,,3,SEATTLE,98109,US,10,3,1,2,1,1,0,1,0.892167
1075,1012,1726,7,20,3,2,1,7,309,88,1,3,3:00 PM,8:40 PM,1,8,,,,,8,10,,,,,,1,0,1,2,2,1,2,3,4,3,5,5,4,4,4,6,5,6,5,6,5,5,911,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,BIG BEAR,92382,US,10,5,1,3,2,2,2,1,0.892167
1076,1013,1726,7,20,3,2,1,7,309,88,1,3,6:00 PM,8:40 PM,1,8,,,,,8,10,,,,,,2,2,2,2,1,1,2,6,2,6,4,4,4,4,4,6,4,4,4,2,3,3,,,,4,3,4,4,4,3,,,,4,,,,0,0,0,0,0,,,,12,0,4,4,0,,,,3,REDMOND,98052,US,10,3,1,2,2,2,2,1,0.892167
1077,1014,1726,7,20,3,2,1,7,309,88,1,3,6:40 PM,8:40 PM,2,8,,,,,2,10,,,,,,1,1,2,1,3,4,2,4,3,3,5,3,3,2,2,4,3,3,4,6,6,4,,,,4,6,3,3,4,4,,,,4,22,,,2,2,2,2,1,,,,4,0,3,3,2,,,,3,SEATTLE,98124,US,10,5,2,4,2,1,1,1,0.892167
1078,1015,1726,7,20,3,2,1,7,309,88,1,3,6:15 PM,8:40 PM,1,8,,,,,5,10,,,,,,2,1,2,2,2,2,2,3,3,3,4,4,4,6,6,4,5,6,5,6,6,4,,,,4,5,6,4,4,4,,,,5,5,,,2,2,2,2,1,,,,5,5,4,5,2,,,,3,SEATTLE,98117,US,10,3,1,2,2,1,2,1,0.892167
1079,1016,1726,7,20,3,2,1,7,309,88,1,3,6:00 PM,8:40 PM,3,8,,,,,13,10,,,,,,2,2,1,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,5,5,5,5,5,5,,,,4,,,,2,2,2,2,2,,,,6,0,5,5,2,,,,3,SEATTLE,,US,10,3,2,1,2,2,2,1,0.892167
1080,1017,1726,7,20,3,2,1,7,309,88,1,3,5:45 PM,8:40 PM,1,8,,,,,1,10,,,,,3,0,1,0,1,4,4,2,3,3,3,4,2,2,2,2,3,4,4,6,2,6,3,,,,3,6,6,3,2,3,,,,3,,,,2,2,2,2,1,,,,43,3,3,3,2,,,,2,VISALIA,93291,US,10,5,1,3,3,1,1,1,0.892167
1081,1018,1726,7,20,3,2,1,7,309,88,1,3,N,8:40 PM,1,8,,,,,5,10,,,,,,2,2,2,2,3,4,2,4,3,3,5,5,5,6,6,3,3,6,4,6,4,4,30,,,4,5,4,6,4,4,,,,5,5,,,1,2,1,2,2,,,,5,5,5,5,2,,,,3,SEATTLE,98199,US,10,5,1,4,1,2,2,1,0.892167
1082,1019,1726,7,20,3,2,1,7,309,88,1,3,9:20 AM,8:40 PM,1,8,,,,,4,10,,,,,,2,2,1,2,3,1,2,6,2,6,3,4,4,6,6,2,6,6,6,6,6,3,,,,4,6,6,4,4,4,,,,5,5,,,3,3,3,3,1,5,,,5,3,3,4,2,,,,3,NORTH BEND,98045,US,10,5,1,3,2,2,2,1,0.892167
1083,1020,1726,7,20,3,2,1,7,309,88,1,3,7:00 PM,8:40 PM,2,8,,,,,4,10,,,,,,1,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,0,0,0,0,3,3,,,,4,,,,2,2,2,2,2,,,,1,3,3,3,2,,,,3,KIRKLAND,98033,US,10,7,2,1,2,2,2,1,0.892167
1084,1021,1726,7,20,3,2,1,7,309,88,1,3,7:00 PM,8:40 PM,1,8,,,,,3,10,,,,,,1,2,2,2,3,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,4,3,3,3,3,3,,,,3,,,,2,2,2,2,2,,,,11,3,5,5,2,,,,3,KIRKLAND,98034,US,10,6,1,4,2,2,2,1,0.892167
1086,1023,1726,7,20,3,2,1,7,309,88,1,3,4:00 PM,8:40 PM,1,8,,,,,2,10,,,,,,2,1,1,1,2,2,2,6,3,6,4,4,4,4,4,4,6,6,6,6,6,4,6,,,4,6,6,6,4,4,,,,5,,,,2,2,2,2,1,,,,5,4,6,5,2,,,,3,REDMOND,98052,US,10,4,1,0,2,2,2,1,0.892167
1087,1024,1726,7,20,3,2,1,7,309,88,1,3,4:00 PM,8:40 PM,1,8,,,,,2,10,,,,,,2,2,1,1,1,2,2,6,3,6,5,5,5,6,6,5,6,6,6,6,6,4,2,,,4,6,6,4,5,4,,,,4,,,,2,2,2,2,1,,,,12,6,5,5,2,,,,3,BELLEVUE,98004,US,10,4,1,0,2,2,2,1,0.892167
1088,1025,1726,7,20,3,2,1,7,309,88,1,3,7:00 PM,8:40 PM,1,8,,,,,6,10,,,,,,2,1,2,1,3,3,2,3,3,4,4,4,4,4,4,4,4,6,6,6,6,3,200,2,,4,6,6,6,4,4,,,,5,4,,,2,2,2,2,1,,,,5,5,5,5,2,,,,3,RENTON,98055,US,10,5,2,4,2,2,1,1,0.892167
1089,1026,1726,7,20,3,2,1,7,309,88,1,3,7:00 PM,8:40 PM,2,3,8,,,,2,10,,,,,,1,2,2,1,2,1,2,6,6,6,5,5,5,5,5,5,5,6,6,6,6,5,240,,,5,6,6,6,5,5,89,,,5,2,,,2,2,2,2,2,,,,12,0,5,5,2,,,,3,SEATTLE,98288,US,10,4,2,4,4,3,3,1,0.892167
1090,1027,1726,7,20,3,2,1,7,309,88,1,3,7:00 PM,8:40 PM,1,8,,,,,4,10,,,,,,2,2,1,1,2,3,2,6,3,3,3,3,3,3,3,5,4,6,4,6,2,4,81,900,33,3,3,3,3,3,3,,,,5,,,,2,2,2,2,1,,,,5,4,5,5,2,,,,3,SEATTLE,,US,10,3,2,0,2,1,2,1,0.892167
1091,1028,1726,7,20,3,2,1,7,309,88,1,3,8:00 AM,8:40 PM,12,8,,,,,5,10,,,,,,2,2,2,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,1,1,,,,27,0,5,5,2,,,,3,SEATTLE,98122,US,10,5,2,1,2,2,2,1,0.892167
1092,1074,1807,8,26,1,1,1,35,564,72,1,4,7:00 AM,9:15 AM,1,8,,,,,4,10,,,,,,1,2,1,2,1,1,1,4,3,6,4,6,4,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,6,4,,,,5,5,,,2,2,2,2,2,,,,5,4,5,5,2,,,,3,FARMINGTON,87401,US,10,6,1,3,2,2,2,1,0.892167
1093,1075,1807,8,26,1,1,1,35,564,72,1,4,7:15 AM,9:15 AM,1,8,,,,,7,10,,,,,,1,2,1,2,2,4,1,6,6,6,5,6,5,6,6,6,6,6,6,6,6,5,283,,,5,6,6,6,6,4,,,,4,4,,,2,2,2,2,2,,,,6,4,5,5,2,,,,3,ATTICA,14580,US,12,5,2,4,2,2,2,1,0.892167
1094,1076,1807,8,26,1,1,1,35,564,72,1,4,6:00 AM,9:15 AM,3,8,,,,,2,10,,,,,,1,1,2,2,1,1,1,4,6,5,4,6,4,6,6,6,2,6,6,6,6,4,283,,,4,6,6,6,5,5,,,,4,8,,,2,2,2,2,2,,,,6,5,5,5,2,,,,3,DENVER,80207,US,10,7,2,3,2,1,2,1,0.892167
1095,1077,1807,8,26,1,1,1,35,564,72,1,4,6:30 AM,9:15 AM,1,8,,,,,2,10,,,,,,2,2,2,1,3,4,1,4,4,6,3,4,4,6,6,3,3,6,3,6,3,4,200,226,,4,4,3,4,6,4,,,,5,1,,,2,2,2,2,1,,,,5,5,5,4,2,,,,3,ROSELAND,57570,US,11,6,1,2,1,2,1,1,0.892167
1096,1078,1807,8,26,1,1,1,35,564,72,1,4,7:50 AM,9:15 AM,3,8,,,,,6,10,,,,,,1,2,2,2,2,4,1,3,2,3,5,5,5,6,6,6,5,6,6,6,6,5,230,209,,5,6,6,6,5,5,,,,3,16,,,2,2,2,2,2,,,,5,4,5,5,2,,,,1,OAKLAND,94611,US,3,4,2,2,2,2,1,1,0.892167
1097,1079,1807,8,26,1,1,1,35,564,72,1,4,6:20 AM,9:15 AM,3,8,,,,,3,10,,,,,,2,2,1,1,2,4,1,4,3,6,4,4,4,6,6,2,6,6,6,6,6,4,204,283,,4,6,6,6,4,4,,,,4,26,,,2,2,2,2,1,,,,11,0,5,6,2,,,,3,FOREST GROVE,97116,US,10,4,2,2,2,1,1,1,0.892167
1098,1080,1807,8,26,1,1,1,35,564,72,1,4,8:15 AM,9:15 AM,1,8,,,,,5,10,,,,,,2,2,1,1,5,1,2,5,3,4,4,4,3,6,6,3,3,6,4,6,3,4,,,,4,5,4,4,4,4,,,,5,,,,2,2,2,2,1,,,,2,5,0,0,2,,,,1,LAFAYETTE,95590,US,5,5,1,4,1,2,1,1,0.892167
1099,1081,1807,8,26,1,1,1,35,564,72,1,4,7:45 AM,9:15 AM,3,8,,,,,5,10,,,,,,1,2,2,0,3,4,2,5,4,4,4,4,4,4,4,6,3,6,5,6,6,4,910,,,0,5,6,4,5,0,,,,0,2,1,,2,2,2,2,2,,,,2,5,5,0,2,,,,1,RICHMOND,94804,US,5,7,2,2,2,1,1,1,0.892167
1100,1082,1807,8,26,1,1,1,35,564,72,1,4,8:00 AM,9:15 AM,1,8,,,,,8,10,,,,,,2,2,1,1,3,4,2,3,3,3,4,0,3,3,3,4,4,4,4,3,4,4,,,,4,4,4,3,4,4,,,,5,5,,,2,2,2,2,1,,,,3,4,4,4,2,,,,3,MONTGOMERY VILLAGE,20886,US,12,5,1,4,1,2,2,1,0.892167
2836,3412,2002,10,54,1,2,1,36,202,18,3,4,6:35 AM,7:30 AM,4,8,,,,,2,10,,,,,,1,0,0,0,3,2,2,5,4,3,4,4,4,4,4,3,4,4,4,5,3,4,,,,0,0,0,0,0,0,,,,5,,,,3,3,3,3,3,,,,6,5,4,5,0,,,,1,,,US,90,3,1,3,2,2,2,1,1.222456
1101,1083,1807,8,26,1,1,1,35,564,72,1,4,7:45 AM,9:15 AM,1,8,,,,,7,10,,,,,,1,1,1,2,5,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,2,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,RICHMOND,23219,US,12,4,2,2,1,2,1,1,0.892167
1102,1084,1807,8,26,1,1,1,35,564,72,1,4,7:15 AM,9:15 AM,3,8,,,,,6,10,,,,,,1,2,2,2,2,4,2,4,3,4,5,5,0,0,0,6,4,3,5,5,5,4,,,,5,5,5,5,5,5,,,,5,6,1,,1,2,2,2,2,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,94131,US,1,6,2,2,2,2,2,1,0.892167
1103,1085,1807,8,26,1,1,1,35,564,72,1,4,7:30 AM,9:15 AM,2,8,,,,,7,10,,,,,,1,2,1,2,1,3,2,4,4,4,5,5,5,5,5,5,3,4,5,5,4,4,,,,5,5,5,5,4,5,,,,5,6,,,2,2,2,2,2,,,,5,5,5,3,2,,,,3,HONG KONG,,CHINA,16,6,2,2,2,2,2,1,0.892167
